order_id,customer_id,order_date,status,payment_method,total_amount,shipping_days
ORD008175,C1499,2024-01-25,Delivered,Debit Card,7608.29,5.0
ORD008176,C1421,2024-12-26,Delivered,UPI,11896.1,2.0
ORD008177,C0014,2024-07-23,Delivered,Net Banking,11108.28,8.0
ORD008178,C1846,2022-11-23,Delivered,Net Banking,3664.33,5.0
ORD008179,C0594,2022-05-25,Delivered,Wallet,19947.09,7.0
ORD008180,C1854,2023-03-21,Delivered,Debit Card,10583.91,5.0
ORD008181,C0260,2024-05-26,Delivered,Debit Card,14543.4,7.0
ORD008182,C0279,2024-05-08,Delivered,UPI,10059.16,9.0
ORD008183,C1205,2023-02-27,Delivered,Wallet,16565.3,4.0
ORD008184,C0827,2022-10-23,Pending,Wallet,5599.46,
ORD008185,C1347,2022-01-26,Delivered,Debit Card,4077.6,6.0
ORD008186,C0765,2022-03-27,Delivered,Wallet,10765.05,6.0
ORD008187,C0718,2022-05-25,Delivered,Wallet,3467.1,1.0
ORD008188,C0676,2023-07-23,Cancelled,UPI,9793.77,
ORD008189,C1185,2023-10-09,Delivered,Debit Card,3196.55,9.0
ORD008190,C1720,2024-09-09,Delivered,Net Banking,1731.89,4.0
ORD008191,C1470,2023-12-24,Returned,Credit Card,2423.35,
ORD008192,C1249,2022-02-09,Delivered,Wallet,14279.82,4.0
ORD008193,C0495,2024-06-15,Delivered,Credit Card,9203.09,5.0
ORD008194,C0770,2023-05-23,Delivered,Debit Card,4243.36,5.0
ORD008195,C1614,2022-03-19,Delivered,Wallet,9401.56,1.0
ORD008196,C1065,2022-05-02,Delivered,Net Banking,3695.7,7.0
ORD008197,C0639,2023-01-07,Delivered,Credit Card,6722.9,2.0
ORD008198,C1049,2022-05-07,Delivered,Debit Card,1847.64,4.0
ORD008199,C1497,2022-07-29,Delivered,Debit Card,6829.13,10.0
ORD008200,C0626,2022-03-27,Delivered,UPI,9231.61,6.0
ORD008201,C0846,2023-10-15,Delivered,Wallet,5099.9,9.0
ORD008202,C1123,2024-03-12,Delivered,Net Banking,6841.07,8.0
ORD008203,C1265,2022-03-02,Cancelled,Credit Card,1622.92,
ORD008204,C1101,2022-12-11,Delivered,Wallet,1480.65,6.0
ORD008205,C1401,2022-11-10,Delivered,UPI,8592.73,4.0
ORD008206,C1087,2023-03-25,Delivered,Net Banking,5387.05,3.0
ORD008207,C0795,2023-04-23,Delivered,Debit Card,5663.7,2.0
ORD008208,C0322,2023-09-18,Delivered,Net Banking,260.24,2.0
ORD008209,C1734,2023-08-03,Delivered,Debit Card,14277.88,10.0
ORD008210,C1839,2022-10-17,Delivered,Credit Card,6820.8,1.0
ORD008211,C1454,2023-09-25,Delivered,UPI,6295.48,3.0
ORD008212,C1603,2022-04-12,Delivered,Credit Card,16319.49,2.0
ORD008213,C0927,2022-07-04,Delivered,Wallet,5778.7,10.0
ORD008214,C1325,2022-08-09,Delivered,Credit Card,14749.57,10.0
ORD008215,C0320,2022-07-03,Delivered,Debit Card,1271.73,9.0
ORD008216,C0428,2023-07-30,Delivered,UPI,9006.24,5.0
ORD008217,C1864,2024-10-13,Delivered,Wallet,2929.06,9.0
ORD008218,C0793,2022-02-24,Delivered,Net Banking,481.78,10.0
ORD008219,C1258,2024-03-25,Delivered,Net Banking,4940.81,3.0
ORD008220,C1095,2022-08-25,Delivered,Wallet,9830.66,10.0
ORD008221,C1063,2022-02-16,Returned,Debit Card,2546.3,
ORD008222,C1377,2024-11-16,Delivered,Net Banking,7735.38,5.0
ORD008223,C0548,2022-05-18,Delivered,Wallet,15362.39,4.0
ORD008224,C0475,2023-09-17,Cancelled,Wallet,3200.74,
ORD008225,C1041,2022-07-03,Delivered,Credit Card,1214.32,5.0
ORD008226,C0434,2023-08-16,Delivered,Wallet,13558.79,9.0
ORD008227,C0047,2022-08-15,Delivered,Net Banking,6102.08,3.0
ORD008228,C0214,2023-02-23,Delivered,UPI,6309.59,2.0
ORD008229,C1141,2022-04-03,Delivered,Debit Card,4443.83,6.0
ORD008230,C1130,2022-02-12,Delivered,Debit Card,11045.29,4.0
ORD008231,C0634,2024-11-12,Delivered,Wallet,17664.94,10.0
ORD008232,C0887,2024-03-04,Delivered,Wallet,8274.56,4.0
ORD008233,C1313,2023-04-09,Returned,Credit Card,8574.14,
ORD008234,C1216,2022-12-27,Delivered,Wallet,2278.14,9.0
ORD008235,C1927,2023-04-26,Delivered,Net Banking,6029.74,4.0
ORD008236,C0860,2022-01-18,Delivered,UPI,7794.78,8.0
ORD008237,C0471,2022-11-25,Delivered,Debit Card,6441.49,5.0
ORD008238,C1237,2022-12-27,Returned,Net Banking,5426.05,
ORD008239,C0626,2022-02-25,Delivered,UPI,1500.41,7.0
ORD008240,C1135,2022-07-25,Delivered,UPI,2288.49,2.0
ORD008241,C1496,2022-06-05,Delivered,Wallet,5473.16,5.0
ORD008242,C0088,2023-02-21,Delivered,UPI,9833.93,1.0
ORD008243,C0882,2022-05-16,Delivered,Net Banking,1136.61,8.0
ORD008244,C0989,2024-06-04,Delivered,UPI,17489.65,1.0
ORD008245,C0536,2022-08-13,Delivered,Debit Card,2824.69,6.0
ORD008246,C1503,2022-05-12,Delivered,Wallet,11498.8,2.0
ORD008247,C1913,2022-05-01,Delivered,Wallet,5052.5,3.0
ORD008248,C0906,2023-03-23,Delivered,Net Banking,12663.74,4.0
ORD008249,C0100,2023-11-17,Cancelled,Debit Card,7362.78,
ORD008250,C0474,2022-10-13,Returned,UPI,16401.0,
ORD008251,C1525,2024-04-12,Cancelled,Net Banking,530.42,
ORD008252,C0438,2023-01-28,Pending,UPI,3570.87,
ORD008253,C0908,2023-12-02,Delivered,Wallet,10708.29,5.0
ORD008254,C0235,2022-05-10,Delivered,Debit Card,4848.85,8.0
ORD008255,C1143,2024-11-20,Delivered,Credit Card,1015.64,10.0
ORD008256,C0304,2023-12-09,Returned,Net Banking,1314.89,
ORD008257,C0906,2023-10-31,Delivered,Debit Card,332.06,8.0
ORD008258,C0280,2022-07-08,Pending,Wallet,8590.48,
ORD008259,C1243,2022-06-10,Delivered,Credit Card,7672.13,7.0
ORD008260,C1282,2024-03-16,Returned,Net Banking,5093.95,
ORD008261,C0375,2022-12-10,Delivered,Credit Card,6344.32,5.0
ORD008262,C0485,2022-11-26,Delivered,Credit Card,9341.97,1.0
ORD008263,C1516,2022-06-13,Delivered,Credit Card,7110.48,7.0
ORD008264,C1678,2023-12-23,Delivered,Credit Card,10969.23,3.0
ORD008265,C1981,2023-06-30,Returned,Wallet,986.17,
ORD008266,C1268,2022-08-29,Delivered,Net Banking,12268.44,3.0
ORD008267,C1649,2022-06-09,Delivered,Net Banking,4735.14,3.0
ORD008268,C1961,2022-05-25,Delivered,Debit Card,2202.24,4.0
ORD008269,C0756,2024-01-12,Delivered,Net Banking,3245.83,4.0
ORD008270,C1826,2024-01-25,Delivered,Credit Card,3357.45,6.0
ORD008271,C0737,2023-02-08,Delivered,UPI,12785.0,10.0
ORD008272,C1322,2022-10-10,Delivered,Wallet,3565.21,10.0
ORD008273,C1410,2024-02-20,Delivered,UPI,7206.32,7.0
ORD008274,C0656,2022-06-23,Delivered,Debit Card,12544.11,5.0
ORD008275,C1277,2022-04-29,Delivered,UPI,1258.51,2.0
ORD008276,C1080,2024-05-07,Delivered,UPI,7687.81,5.0
ORD008277,C1115,2022-10-25,Delivered,Credit Card,1490.74,5.0
ORD008278,C1222,2022-08-27,Delivered,Wallet,2883.92,10.0
ORD008279,C0675,2022-08-28,Delivered,Wallet,10609.47,1.0
ORD008280,C0873,2022-12-28,Delivered,Wallet,10154.4,5.0
ORD008281,C0077,2024-06-06,Delivered,Credit Card,8018.94,5.0
ORD008282,C1700,2023-05-27,Pending,Net Banking,10107.33,
ORD008283,C1825,2023-02-03,Returned,Net Banking,2928.47,
ORD008284,C0152,2024-12-14,Delivered,Net Banking,4039.78,10.0
ORD008285,C1829,2024-10-03,Delivered,Net Banking,15075.7,6.0
ORD008286,C1657,2023-10-11,Returned,Debit Card,12008.82,
ORD008287,C0370,2024-04-08,Delivered,UPI,2740.0,4.0
ORD008288,C1136,2024-10-09,Delivered,UPI,8448.64,6.0
ORD008289,C1154,2023-01-01,Delivered,Wallet,5445.97,4.0
ORD008290,C0936,2022-01-08,Delivered,Credit Card,1619.03,2.0
ORD008291,C0362,2023-11-15,Pending,Credit Card,2795.92,
ORD008292,C0887,2024-11-06,Delivered,Net Banking,7068.67,9.0
ORD008293,C1739,2022-08-30,Delivered,Net Banking,3935.44,10.0
ORD008294,C1660,2022-05-25,Delivered,Net Banking,7216.67,2.0
ORD008295,C1752,2022-01-06,Delivered,Wallet,12517.78,2.0
ORD008296,C1052,2022-05-10,Returned,Debit Card,5236.83,
ORD008297,C1988,2022-08-12,Delivered,Credit Card,9725.22,2.0
ORD008298,C0521,2022-03-24,Delivered,Debit Card,9222.96,9.0
ORD008299,C0303,2024-11-29,Delivered,Net Banking,16985.29,6.0
ORD008300,C0736,2022-01-15,Returned,Debit Card,8680.75,
ORD008301,C0939,2024-12-13,Returned,Debit Card,5232.75,
ORD008302,C1442,2023-06-14,Delivered,UPI,7157.07,8.0
ORD008303,C1547,2022-11-28,Delivered,Debit Card,6117.93,5.0
ORD008304,C1506,2022-12-06,Delivered,Net Banking,8990.61,4.0
ORD008305,C0682,2022-11-30,Delivered,Wallet,13798.96,2.0
ORD008306,C1162,2024-05-09,Delivered,UPI,12803.63,5.0
ORD008307,C0281,2022-11-26,Delivered,Wallet,8943.42,4.0
ORD008308,C1291,2022-01-31,Delivered,Credit Card,8191.26,4.0
ORD008309,C0549,2024-03-02,Delivered,Debit Card,5027.34,5.0
ORD008310,C1071,2022-08-13,Delivered,Credit Card,7038.78,2.0
ORD008311,C0834,2022-05-04,Delivered,Credit Card,527.1,1.0
ORD008312,C0843,2024-01-03,Delivered,Wallet,9189.29,10.0
ORD008313,C1013,2024-09-06,Delivered,Credit Card,4904.75,4.0
ORD008314,C0583,2022-05-12,Delivered,Net Banking,5383.95,8.0
ORD008315,C0675,2022-06-30,Delivered,Debit Card,14591.16,3.0
ORD008316,C0842,2022-08-13,Delivered,Wallet,17404.28,7.0
ORD008317,C0112,2022-07-16,Returned,Wallet,11010.58,
ORD008318,C1127,2022-07-10,Delivered,Net Banking,4514.09,3.0
ORD008319,C1238,2022-12-18,Returned,UPI,5453.1,
ORD008320,C1617,2022-07-21,Delivered,Credit Card,20095.19,8.0
ORD008321,C1289,2022-01-15,Delivered,Debit Card,14188.47,2.0
ORD008322,C1271,2022-12-26,Delivered,Debit Card,2303.68,7.0
ORD008323,C0695,2024-10-23,Delivered,Wallet,1133.76,8.0
ORD008324,C0927,2022-03-28,Delivered,UPI,4001.54,7.0
ORD008325,C1244,2022-06-24,Delivered,Net Banking,14784.07,3.0
ORD008326,C1663,2022-03-12,Returned,Net Banking,929.83,
ORD008327,C1423,2022-01-17,Delivered,Credit Card,1618.37,1.0
ORD008328,C1797,2022-12-09,Cancelled,Net Banking,15207.97,
ORD008329,C1436,2022-12-20,Returned,UPI,5165.55,
ORD008330,C1972,2024-02-08,Delivered,UPI,5455.29,5.0
ORD008331,C0881,2023-03-03,Delivered,Debit Card,3403.46,9.0
ORD008332,C1575,2023-07-22,Delivered,Credit Card,6275.4,1.0
ORD008333,C0388,2023-02-02,Returned,UPI,5277.93,
ORD008334,C0128,2023-10-07,Delivered,Net Banking,5930.46,3.0
ORD008335,C0672,2022-12-27,Returned,Wallet,9623.44,
ORD008336,C0909,2022-04-17,Delivered,Credit Card,7441.45,8.0
ORD008337,C0197,2024-06-10,Cancelled,UPI,8582.4,
ORD008338,C1755,2022-06-11,Delivered,Credit Card,7468.33,5.0
ORD008339,C0067,2024-09-07,Delivered,UPI,2617.95,3.0
ORD008340,C0529,2024-03-06,Returned,Credit Card,16174.33,
ORD008341,C0398,2022-09-23,Returned,Net Banking,18697.03,
ORD008342,C1189,2022-10-08,Delivered,UPI,10074.89,6.0
ORD008343,C0716,2022-02-23,Delivered,Credit Card,5648.07,2.0
ORD008344,C1991,2023-07-23,Delivered,Credit Card,8711.44,5.0
ORD008345,C1212,2022-04-06,Pending,Credit Card,7565.34,
ORD008346,C1186,2024-03-18,Delivered,UPI,3760.41,6.0
ORD008347,C1658,2022-12-13,Returned,UPI,1338.03,
ORD008348,C0780,2024-07-01,Delivered,Wallet,9956.53,7.0
ORD008349,C1728,2022-04-05,Delivered,Credit Card,14164.47,7.0
ORD008350,C0751,2022-11-26,Delivered,Wallet,8266.2,7.0
ORD008351,C1291,2023-02-15,Returned,Net Banking,7524.65,
ORD008352,C0720,2023-08-12,Delivered,Net Banking,12046.7,3.0
ORD008353,C0215,2022-04-10,Returned,Credit Card,11092.34,
ORD008354,C1477,2024-07-18,Delivered,Debit Card,7265.31,7.0
ORD008355,C1265,2022-05-09,Delivered,Net Banking,8046.65,1.0
ORD008356,C1871,2024-02-26,Delivered,Wallet,6838.52,3.0
ORD008357,C1341,2022-12-05,Delivered,Net Banking,5970.58,5.0
ORD008358,C1387,2022-04-30,Delivered,Wallet,1539.86,3.0
ORD008359,C0427,2024-12-16,Delivered,Debit Card,3231.55,10.0
ORD008360,C0269,2023-08-05,Delivered,Credit Card,9663.62,8.0
ORD008361,C0488,2022-10-14,Returned,Net Banking,6633.39,
ORD008362,C1170,2024-05-30,Delivered,UPI,7780.65,7.0
ORD008363,C0203,2022-08-16,Delivered,UPI,3358.17,10.0
ORD008364,C0231,2022-12-19,Delivered,Debit Card,18631.9,9.0
ORD008365,C1115,2022-08-25,Delivered,Debit Card,4274.71,9.0
ORD008366,C0231,2023-04-05,Delivered,Wallet,7370.64,1.0
ORD008367,C1247,2022-12-01,Delivered,Net Banking,7303.93,8.0
ORD008368,C1115,2022-03-18,Returned,Net Banking,10191.21,
ORD008369,C1737,2022-03-16,Delivered,Credit Card,3844.13,3.0
ORD008370,C1077,2024-01-25,Delivered,Wallet,1874.76,2.0
ORD008371,C1791,2022-12-13,Delivered,UPI,9285.29,5.0
ORD008372,C0315,2022-06-13,Delivered,Credit Card,7573.05,8.0
ORD008373,C1669,2022-07-01,Delivered,Net Banking,7418.89,7.0
ORD008374,C0900,2022-04-16,Delivered,Credit Card,9894.91,7.0
ORD008375,C1359,2024-02-25,Delivered,Net Banking,12050.95,7.0
ORD008376,C1614,2022-09-16,Delivered,Net Banking,2727.56,4.0
ORD008377,C1959,2024-06-02,Delivered,Wallet,2145.29,3.0
ORD008378,C0049,2022-05-31,Delivered,Credit Card,13328.31,3.0
ORD008379,C0907,2023-10-09,Delivered,Net Banking,9451.4,6.0
ORD008380,C0344,2024-11-25,Delivered,Credit Card,12199.2,2.0
ORD008381,C1619,2022-04-14,Delivered,Wallet,4765.33,5.0
ORD008382,C0874,2022-11-08,Delivered,Wallet,3669.37,3.0
ORD008383,C0732,2022-02-24,Delivered,Wallet,119.67,10.0
ORD008384,C1497,2022-07-15,Returned,Net Banking,9866.08,
ORD008385,C0476,2023-10-24,Delivered,UPI,1530.07,1.0
ORD008386,C0729,2022-06-30,Delivered,UPI,11915.5,6.0
ORD008387,C0408,2022-10-25,Pending,UPI,8766.95,
ORD008388,C1719,2024-06-16,Delivered,Debit Card,307.16,10.0
ORD008389,C0522,2024-06-01,Delivered,Credit Card,10321.53,9.0
ORD008390,C1981,2022-02-23,Delivered,Net Banking,2121.91,7.0
ORD008391,C0200,2023-12-13,Delivered,Wallet,1565.6,8.0
ORD008392,C0981,2023-08-30,Delivered,Net Banking,2875.33,9.0
ORD008393,C0566,2022-11-30,Cancelled,Debit Card,8703.46,
ORD008394,C0013,2022-12-06,Delivered,Credit Card,6519.69,5.0
ORD008395,C0301,2023-07-26,Returned,Net Banking,14517.87,
ORD008396,C1499,2024-04-10,Delivered,Credit Card,2479.5,2.0
ORD008397,C1957,2024-01-15,Delivered,UPI,9854.17,10.0
ORD008398,C1341,2022-11-27,Delivered,Credit Card,14755.07,6.0
ORD008399,C0672,2022-12-16,Returned,Credit Card,608.26,
ORD008400,C0047,2023-12-17,Cancelled,Debit Card,6967.74,
ORD008401,C0320,2024-02-26,Delivered,Debit Card,5558.79,7.0
ORD008402,C1003,2022-02-27,Cancelled,UPI,4451.95,
ORD008403,C0154,2022-10-07,Delivered,Net Banking,6641.35,6.0
ORD008404,C0818,2024-06-18,Delivered,Wallet,18702.28,6.0
ORD008405,C0526,2022-07-02,Delivered,Net Banking,9855.54,8.0
ORD008406,C0159,2022-11-05,Delivered,Debit Card,1830.26,2.0
ORD008407,C1365,2022-09-30,Delivered,Wallet,6995.23,9.0
ORD008408,C1063,2022-02-06,Delivered,UPI,7585.11,4.0
ORD008409,C0207,2022-01-28,Delivered,Net Banking,9472.11,7.0
ORD008410,C1414,2023-01-06,Delivered,Debit Card,1130.54,1.0
ORD008411,C1377,2023-10-13,Delivered,Wallet,10077.99,8.0
ORD008412,C0834,2022-12-20,Pending,UPI,3674.02,
ORD008413,C1831,2022-08-26,Delivered,Credit Card,8855.99,6.0
ORD008414,C1331,2022-03-02,Delivered,Wallet,1337.09,8.0
ORD008415,C0901,2022-11-13,Delivered,UPI,5219.2,2.0
ORD008416,C1965,2023-08-03,Delivered,Net Banking,11708.19,2.0
ORD008417,C1938,2022-07-13,Delivered,Net Banking,13764.83,10.0
ORD008418,C0266,2022-11-20,Delivered,Net Banking,189.71,3.0
ORD008419,C0440,2024-08-24,Delivered,Credit Card,1342.93,7.0
ORD008420,C1839,2022-03-22,Delivered,Wallet,2737.29,1.0
ORD008421,C1578,2023-10-10,Delivered,Debit Card,13112.34,8.0
ORD008422,C1277,2022-08-13,Delivered,Credit Card,11109.08,9.0
ORD008423,C0998,2024-01-27,Delivered,Credit Card,3341.22,5.0
ORD008424,C1892,2023-10-09,Delivered,UPI,8002.2,2.0
ORD008425,C1675,2022-02-09,Delivered,Net Banking,3079.72,6.0
ORD008426,C0345,2023-09-21,Delivered,Net Banking,3738.29,8.0
ORD008427,C0629,2022-03-01,Delivered,Net Banking,4196.65,3.0
ORD008428,C1474,2023-01-01,Pending,Credit Card,1719.76,
ORD008429,C0272,2023-05-23,Delivered,Debit Card,5219.89,5.0
ORD008430,C1514,2022-10-06,Delivered,Debit Card,9982.62,7.0
ORD008431,C0020,2022-07-15,Delivered,Wallet,17561.34,7.0
ORD008432,C1824,2023-06-16,Delivered,UPI,18550.05,6.0
ORD008433,C1006,2022-03-23,Delivered,UPI,5864.93,5.0
ORD008434,C1082,2022-09-22,Returned,UPI,9073.44,
ORD008435,C0752,2022-08-06,Pending,Wallet,6364.69,
ORD008436,C1015,2022-01-17,Delivered,Net Banking,5156.72,7.0
ORD008437,C1067,2022-06-29,Delivered,Wallet,16554.0,3.0
ORD008438,C0766,2022-03-11,Delivered,Net Banking,2939.64,9.0
ORD008439,C1489,2023-08-28,Delivered,Debit Card,53.59,9.0
ORD008440,C1300,2022-01-08,Delivered,Credit Card,1842.48,9.0
ORD008441,C0083,2022-09-09,Delivered,Net Banking,4598.46,5.0
ORD008442,C0664,2022-09-03,Delivered,UPI,12297.69,3.0
ORD008443,C1507,2022-08-18,Delivered,Debit Card,1673.34,3.0
ORD008444,C0463,2022-08-06,Delivered,Debit Card,1447.89,6.0
ORD008445,C0236,2022-07-10,Delivered,Debit Card,172.47,1.0
ORD008446,C1435,2022-09-16,Delivered,Credit Card,3579.35,10.0
ORD008447,C0607,2024-09-01,Delivered,Credit Card,12620.48,6.0
ORD008448,C1190,2023-04-11,Returned,Debit Card,9671.24,
ORD008449,C0164,2024-09-20,Delivered,Debit Card,1374.77,8.0
ORD008450,C0150,2024-10-12,Returned,UPI,7798.15,
ORD008451,C1116,2023-03-01,Delivered,Credit Card,8739.84,10.0
ORD008452,C0075,2024-03-16,Delivered,Net Banking,5600.56,6.0
ORD008453,C0123,2022-07-06,Delivered,Debit Card,6496.69,4.0
ORD008454,C0622,2023-05-27,Delivered,Debit Card,5157.57,2.0
ORD008455,C1338,2022-09-29,Cancelled,UPI,18296.28,
ORD008456,C1447,2022-05-12,Delivered,Net Banking,5573.15,5.0
ORD008457,C0003,2024-04-05,Delivered,Net Banking,5144.93,5.0
ORD008458,C1979,2024-04-04,Delivered,Net Banking,7374.01,7.0
ORD008459,C1597,2024-07-06,Cancelled,UPI,10762.23,
ORD008460,C1916,2023-03-12,Delivered,Credit Card,13623.02,7.0
ORD008461,C1382,2022-12-19,Pending,Credit Card,678.89,
ORD008462,C0918,2023-01-23,Cancelled,UPI,5676.2,
ORD008463,C0176,2024-04-25,Delivered,UPI,1947.25,8.0
ORD008464,C0781,2023-02-12,Returned,Wallet,6713.19,
ORD008465,C1242,2022-08-13,Pending,UPI,125.16,
ORD008466,C0847,2022-11-03,Delivered,Net Banking,10375.73,6.0
ORD008467,C0203,2022-02-19,Delivered,Debit Card,5395.08,5.0
ORD008468,C0449,2023-08-29,Delivered,Wallet,4623.74,2.0
ORD008469,C1141,2023-10-08,Delivered,Debit Card,12884.75,1.0
ORD008470,C1528,2022-10-28,Delivered,Wallet,1204.97,7.0
ORD008471,C0763,2022-03-08,Delivered,Debit Card,3296.29,4.0
ORD008472,C1280,2023-10-05,Delivered,Net Banking,11990.2,1.0
ORD008473,C0110,2023-03-12,Delivered,Debit Card,6646.76,10.0
ORD008474,C1940,2024-06-03,Delivered,Debit Card,19607.12,6.0
ORD008475,C1847,2023-08-03,Returned,Wallet,7876.73,
ORD008476,C0569,2022-02-22,Delivered,Debit Card,10407.95,8.0
ORD008477,C1019,2024-10-05,Delivered,Net Banking,8999.73,3.0
ORD008478,C1374,2022-06-13,Delivered,Net Banking,6761.18,1.0
ORD008479,C0355,2023-02-16,Delivered,Net Banking,2674.59,5.0
ORD008480,C1760,2022-11-17,Cancelled,Net Banking,8497.91,
ORD008481,C0426,2023-01-11,Delivered,Debit Card,12008.32,10.0
ORD008482,C1027,2022-01-24,Delivered,Debit Card,2631.59,7.0
ORD008483,C0554,2022-09-04,Cancelled,Credit Card,11603.3,
ORD008484,C0034,2024-01-01,Cancelled,Net Banking,9540.36,
ORD008485,C1144,2024-11-06,Delivered,Credit Card,1705.12,8.0
ORD008486,C0835,2022-05-15,Delivered,UPI,14171.79,5.0
ORD008487,C1777,2022-08-11,Delivered,Wallet,7439.66,6.0
ORD008488,C1553,2023-12-09,Delivered,Credit Card,13646.06,10.0
ORD008489,C0564,2022-11-26,Delivered,Credit Card,428.08,6.0
ORD008490,C1842,2022-11-18,Delivered,Wallet,1203.94,8.0
ORD008491,C0918,2024-03-02,Returned,Wallet,10556.39,
ORD008492,C0550,2022-09-28,Delivered,UPI,9768.14,4.0
ORD008493,C1444,2024-08-03,Delivered,Debit Card,7134.5,1.0
ORD008494,C1595,2023-02-06,Cancelled,Debit Card,4337.17,
ORD008495,C1009,2022-02-05,Delivered,Net Banking,7883.68,1.0
ORD008496,C0109,2022-01-19,Pending,Net Banking,9578.57,
ORD008497,C0040,2023-01-28,Pending,UPI,5646.17,
ORD008498,C1370,2024-01-27,Delivered,UPI,1957.21,9.0
ORD008499,C1727,2022-06-25,Delivered,Debit Card,9414.06,7.0
ORD008500,C1971,2022-03-30,Delivered,Credit Card,8443.92,1.0
ORD008501,C0663,2022-02-10,Delivered,Net Banking,12319.9,7.0
ORD008502,C1502,2023-03-30,Delivered,Wallet,3759.59,10.0
ORD008503,C0789,2023-07-27,Delivered,Debit Card,1257.47,6.0
ORD008504,C0764,2024-07-15,Pending,Wallet,7649.3,
ORD008505,C0750,2024-08-11,Delivered,Wallet,5652.34,6.0
ORD008506,C1741,2022-11-21,Delivered,Debit Card,9317.39,1.0
ORD008507,C1584,2022-10-08,Delivered,Credit Card,4292.7,4.0
ORD008508,C0757,2022-10-06,Delivered,Credit Card,6857.73,8.0
ORD008509,C1026,2023-08-11,Cancelled,UPI,6505.61,
ORD008510,C1151,2023-08-29,Delivered,Net Banking,4709.53,6.0
ORD008511,C1639,2024-08-09,Delivered,Net Banking,1218.66,2.0
ORD008512,C1869,2024-10-26,Delivered,Wallet,6121.83,9.0
ORD008513,C1304,2022-08-23,Delivered,UPI,5354.61,4.0
ORD008514,C1387,2022-08-05,Delivered,Net Banking,3522.21,8.0
ORD008515,C1829,2023-05-20,Delivered,Wallet,12937.6,2.0
ORD008516,C0214,2024-08-02,Delivered,Credit Card,7481.17,7.0
ORD008517,C1076,2022-07-31,Cancelled,Debit Card,8677.92,
ORD008518,C1667,2022-11-03,Cancelled,Debit Card,9506.85,
ORD008519,C1717,2022-02-05,Delivered,UPI,13447.79,8.0
ORD008520,C1601,2022-05-28,Returned,UPI,15250.62,
ORD008521,C0237,2023-05-27,Delivered,Net Banking,4947.37,3.0
ORD008522,C1031,2024-09-27,Delivered,Wallet,8805.37,8.0
ORD008523,C1542,2024-08-15,Delivered,Credit Card,6430.48,8.0
ORD008524,C1419,2023-08-25,Delivered,Credit Card,9874.24,1.0
ORD008525,C0666,2022-12-19,Delivered,Credit Card,10425.28,7.0
ORD008526,C0161,2024-12-27,Delivered,Debit Card,3161.72,9.0
ORD008527,C0313,2022-11-18,Delivered,Debit Card,955.63,2.0
ORD008528,C1607,2022-03-16,Returned,UPI,8018.78,
ORD008529,C1648,2022-11-24,Delivered,Credit Card,8318.27,5.0
ORD008530,C1816,2023-01-31,Delivered,Credit Card,10300.83,10.0
ORD008531,C1648,2022-10-11,Cancelled,Wallet,1674.49,
ORD008532,C1065,2023-11-11,Delivered,UPI,3483.74,3.0
ORD008533,C1218,2022-11-06,Delivered,Debit Card,5595.54,2.0
ORD008534,C0088,2023-03-11,Returned,Wallet,2773.62,
ORD008535,C1770,2024-01-09,Delivered,Net Banking,7246.14,4.0
ORD008536,C1225,2023-08-22,Delivered,Credit Card,2503.68,3.0
ORD008537,C0161,2022-12-07,Delivered,UPI,6822.91,6.0
ORD008538,C0758,2022-11-14,Cancelled,Debit Card,5844.12,
ORD008539,C1141,2023-12-14,Delivered,UPI,9443.97,2.0
ORD008540,C0167,2023-02-28,Returned,Credit Card,3648.32,
ORD008541,C0037,2022-06-30,Delivered,Debit Card,8923.55,9.0
ORD008542,C1195,2022-06-10,Delivered,Debit Card,53.03,1.0
ORD008543,C0987,2022-04-25,Returned,Debit Card,8207.75,
ORD008544,C1401,2022-04-06,Delivered,Debit Card,1439.54,5.0
ORD008545,C1748,2024-04-26,Delivered,Wallet,10460.51,7.0
ORD008546,C1985,2022-09-14,Delivered,Wallet,7663.58,3.0
ORD008547,C0885,2024-06-15,Returned,Credit Card,6987.0,
ORD008548,C1720,2023-12-08,Delivered,Credit Card,7540.99,5.0
ORD008549,C1596,2023-10-17,Delivered,Wallet,8811.54,7.0
ORD008550,C0160,2022-12-26,Delivered,UPI,5521.24,1.0
ORD008551,C0608,2024-10-28,Cancelled,Wallet,2698.4,
ORD008552,C1631,2024-10-16,Delivered,Credit Card,5639.41,7.0
ORD008553,C1160,2024-12-12,Delivered,Debit Card,2581.37,2.0
ORD008554,C1016,2022-04-27,Delivered,Credit Card,6866.7,3.0
ORD008555,C1193,2024-03-26,Delivered,Debit Card,1708.3,8.0
ORD008556,C0206,2022-11-11,Delivered,Debit Card,1045.65,3.0
ORD008557,C1304,2022-09-11,Delivered,Wallet,13412.08,4.0
ORD008558,C1876,2022-06-17,Delivered,Net Banking,12013.86,9.0
ORD008559,C1286,2022-03-21,Delivered,Debit Card,5270.76,7.0
ORD008560,C0301,2023-10-10,Returned,Credit Card,5770.59,
ORD008561,C0295,2023-02-10,Delivered,Net Banking,10881.07,3.0
ORD008562,C1223,2022-03-16,Cancelled,Credit Card,3308.44,
ORD008563,C0619,2022-09-29,Delivered,Debit Card,1202.44,4.0
ORD008564,C1231,2023-07-22,Cancelled,Debit Card,3701.08,
ORD008565,C0443,2022-10-07,Delivered,Wallet,9209.18,2.0
