order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
OI020869,ORD006959,P0140,3,1948.58,0.12,5144.25
OI020870,ORD006960,P0112,2,1848.46,0.26,2735.72
OI020871,ORD006960,P0147,2,252.88,0.23,389.44
OI020872,ORD006960,P0097,1,832.12,0.07,773.87
OI020873,ORD006961,P0092,3,1333.51,0.26,2960.39
OI020874,ORD006961,P0075,2,622.88,0.03,1208.39
OI020875,ORD006961,P0091,4,1366.9,0.04,5248.9
OI020876,ORD006962,P0118,4,133.15,0.09,484.67
OI020877,ORD006962,P0093,3,667.21,0.07,1861.52
OI020878,ORD006962,P0049,3,259.87,0.23,600.3
OI020879,ORD006962,P0109,4,567.91,0.12,1999.04
OI020880,ORD006962,P0062,4,1941.28,0.15,6600.35
OI020881,ORD006963,P0059,3,966.88,0.02,2842.63
OI020882,ORD006963,P0105,2,938.94,0.1,1690.09
OI020883,ORD006963,P0145,4,932.71,0.23,2872.75
OI020884,ORD006963,P0087,2,131.5,0.18,215.66
OI020885,ORD006964,P0075,2,622.88,0.03,1208.39
OI020886,ORD006965,P0019,3,105.03,0.28,226.86
OI020887,ORD006965,P0092,1,1333.51,0.03,1293.5
OI020888,ORD006966,P0106,4,1328.66,0.29,3773.39
OI020889,ORD006966,P0070,3,303.26,0.05,864.29
OI020890,ORD006966,P0020,3,1383.79,0.21,3279.58
OI020891,ORD006966,P0135,1,1312.72,0.11,1168.32
OI020892,ORD006967,P0003,3,793.17,0.19,1927.4
OI020893,ORD006967,P0099,3,894.17,0.18,2199.66
OI020894,ORD006967,P0144,4,1492.95,0.18,4896.88
OI020895,ORD006967,P0069,2,1334.69,0.2,2135.5
OI020896,ORD006967,P0061,2,1453.44,0.05,2761.54
OI020897,ORD006968,P0070,4,303.26,0.04,1164.52
OI020898,ORD006969,P0013,3,1101.37,0.29,2345.92
OI020899,ORD006969,P0118,2,133.15,0.3,186.41
OI020900,ORD006969,P0077,1,1499.97,0.0,1499.97
OI020901,ORD006969,P0140,4,1948.58,0.27,5689.85
OI020902,ORD006969,P0051,1,1446.13,0.05,1373.82
OI020903,ORD006970,P0048,4,988.37,0.06,3716.27
OI020904,ORD006970,P0007,3,219.4,0.16,552.89
OI020905,ORD006971,P0085,4,593.32,0.0,2373.28
OI020906,ORD006971,P0023,2,1978.69,0.25,2968.03
OI020907,ORD006972,P0043,2,1576.07,0.11,2805.4
OI020908,ORD006972,P0026,4,1128.49,0.26,3340.33
OI020909,ORD006972,P0087,3,131.5,0.03,382.66
OI020910,ORD006973,P0051,1,1446.13,0.18,1185.83
OI020911,ORD006973,P0069,4,1334.69,0.16,4484.56
OI020912,ORD006973,P0112,3,1848.46,0.17,4602.67
OI020913,ORD006974,P0053,4,1726.23,0.03,6697.77
OI020914,ORD006974,P0045,1,492.08,0.05,467.48
OI020915,ORD006975,P0041,1,757.74,0.22,591.04
OI020916,ORD006975,P0089,1,1209.94,0.2,967.95
OI020917,ORD006975,P0029,1,784.48,0.01,776.64
OI020918,ORD006976,P0053,4,1726.23,0.2,5523.94
OI020919,ORD006976,P0113,1,1488.51,0.23,1146.15
OI020920,ORD006976,P0013,2,1101.37,0.22,1718.14
OI020921,ORD006977,P0034,2,1849.86,0.23,2848.78
OI020922,ORD006977,P0149,3,1390.51,0.13,3629.23
OI020923,ORD006978,P0116,2,1491.79,0.02,2923.91
OI020924,ORD006979,P0083,2,1520.74,0.13,2646.09
OI020925,ORD006979,P0120,4,1330.85,0.15,4524.89
OI020926,ORD006979,P0102,4,1218.28,0.12,4288.35
OI020927,ORD006979,P0047,4,650.06,0.12,2288.21
OI020928,ORD006980,P0065,3,1544.83,0.01,4588.15
OI020929,ORD006980,P0120,1,1330.85,0.11,1184.46
OI020930,ORD006980,P0037,1,1026.94,0.0,1026.94
OI020931,ORD006981,P0098,3,1271.22,0.28,2745.84
OI020932,ORD006981,P0029,2,784.48,0.1,1412.06
OI020933,ORD006981,P0085,2,593.32,0.26,878.11
OI020934,ORD006981,P0095,1,1739.32,0.14,1495.82
OI020935,ORD006981,P0050,4,1019.77,0.15,3467.22
OI020936,ORD006982,P0066,3,982.36,0.2,2357.66
OI020937,ORD006982,P0035,4,1274.35,0.23,3925.0
OI020938,ORD006982,P0127,2,1657.49,0.06,3116.08
OI020939,ORD006982,P0085,3,593.32,0.18,1459.57
OI020940,ORD006982,P0143,2,982.37,0.3,1375.32
OI020941,ORD006983,P0134,4,1612.09,0.0,6448.36
OI020942,ORD006984,P0016,1,1485.48,0.06,1396.35
OI020943,ORD006985,P0150,4,973.54,0.09,3543.69
OI020944,ORD006985,P0108,1,68.15,0.05,64.74
OI020945,ORD006986,P0135,2,1312.72,0.03,2546.68
OI020946,ORD006987,P0003,1,793.17,0.18,650.4
OI020947,ORD006988,P0098,3,1271.22,0.14,3279.75
OI020948,ORD006988,P0113,1,1488.51,0.23,1146.15
OI020949,ORD006988,P0041,1,757.74,0.03,735.01
OI020950,ORD006988,P0138,1,1359.85,0.07,1264.66
OI020951,ORD006988,P0002,3,775.48,0.07,2163.59
OI020952,ORD006989,P0105,1,938.94,0.26,694.82
OI020953,ORD006989,P0128,4,1474.09,0.09,5365.69
OI020954,ORD006989,P0049,1,259.87,0.19,210.49
OI020955,ORD006989,P0124,3,647.08,0.04,1863.59
OI020956,ORD006990,P0043,1,1576.07,0.06,1481.51
OI020957,ORD006991,P0048,2,988.37,0.17,1640.69
OI020958,ORD006992,P0110,1,254.97,0.12,224.37
OI020959,ORD006992,P0119,1,646.09,0.25,484.57
OI020960,ORD006992,P0061,4,1453.44,0.05,5523.07
OI020961,ORD006992,P0055,3,1472.51,0.17,3666.55
OI020962,ORD006992,P0023,3,1978.69,0.23,4570.77
OI020963,ORD006993,P0028,2,653.5,0.24,993.32
OI020964,ORD006993,P0083,4,1520.74,0.1,5474.66
OI020965,ORD006993,P0097,4,832.12,0.01,3295.2
OI020966,ORD006993,P0062,4,1941.28,0.17,6445.05
OI020967,ORD006993,P0147,1,252.88,0.05,240.24
OI020968,ORD006994,P0046,2,1377.83,0.11,2452.54
OI020969,ORD006994,P0139,1,1362.1,0.19,1103.3
OI020970,ORD006994,P0047,1,650.06,0.06,611.06
OI020971,ORD006994,P0029,3,784.48,0.15,2000.42
OI020972,ORD006994,P0026,3,1128.49,0.23,2606.81
OI020973,ORD006995,P0043,2,1576.07,0.1,2836.93
OI020974,ORD006995,P0134,1,1612.09,0.12,1418.64
OI020975,ORD006995,P0066,2,982.36,0.18,1611.07
OI020976,ORD006995,P0117,2,633.61,0.06,1191.19
OI020977,ORD006995,P0141,4,1303.69,0.03,5058.32
OI020978,ORD006996,P0112,4,1848.46,0.02,7245.96
OI020979,ORD006996,P0109,2,567.91,0.2,908.66
OI020980,ORD006997,P0092,4,1333.51,0.11,4747.3
OI020981,ORD006997,P0123,3,300.28,0.24,684.64
OI020982,ORD006997,P0137,3,1305.96,0.24,2977.59
OI020983,ORD006997,P0027,1,1878.46,0.04,1803.32
OI020984,ORD006998,P0026,1,1128.49,0.27,823.8
OI020985,ORD006998,P0009,2,155.66,0.06,292.64
OI020986,ORD006999,P0101,3,1715.63,0.15,4374.86
OI020987,ORD006999,P0147,4,252.88,0.1,910.37
OI020988,ORD006999,P0027,1,1878.46,0.21,1483.98
OI020989,ORD006999,P0030,4,1251.58,0.1,4505.69
OI020990,ORD007000,P0086,3,69.04,0.21,163.62
OI020991,ORD007000,P0110,1,254.97,0.12,224.37
OI020992,ORD007001,P0130,3,1100.41,0.17,2740.02
OI020993,ORD007001,P0065,1,1544.83,0.09,1405.8
OI020994,ORD007001,P0059,1,966.88,0.2,773.5
OI020995,ORD007002,P0125,1,1993.73,0.26,1475.36
OI020996,ORD007002,P0091,4,1366.9,0.05,5194.22
OI020997,ORD007002,P0143,4,982.37,0.15,3340.06
OI020998,ORD007002,P0009,2,155.66,0.03,301.98
OI020999,ORD007003,P0063,1,1975.17,0.1,1777.65
OI021000,ORD007003,P0033,1,1203.74,0.26,890.77
OI021001,ORD007003,P0023,1,1978.69,0.23,1523.59
OI021002,ORD007004,P0070,1,303.26,0.21,239.58
OI021003,ORD007004,P0075,3,622.88,0.02,1831.27
OI021004,ORD007004,P0031,2,610.05,0.23,939.48
OI021005,ORD007005,P0096,4,909.32,0.29,2582.47
OI021006,ORD007005,P0008,2,338.03,0.2,540.85
OI021007,ORD007005,P0048,1,988.37,0.12,869.77
OI021008,ORD007005,P0037,3,1026.94,0.04,2957.59
OI021009,ORD007006,P0145,2,932.71,0.02,1828.11
OI021010,ORD007006,P0044,1,1627.29,0.3,1139.1
OI021011,ORD007007,P0043,4,1576.07,0.16,5295.6
OI021012,ORD007007,P0028,3,653.5,0.09,1784.06
OI021013,ORD007007,P0035,2,1274.35,0.14,2191.88
OI021014,ORD007007,P0027,2,1878.46,0.01,3719.35
OI021015,ORD007008,P0109,1,567.91,0.23,437.29
OI021016,ORD007008,P0051,3,1446.13,0.23,3340.56
OI021017,ORD007008,P0146,2,1309.86,0.03,2541.13
OI021018,ORD007009,P0113,4,1488.51,0.1,5358.64
OI021019,ORD007009,P0134,2,1612.09,0.22,2514.86
OI021020,ORD007009,P0095,4,1739.32,0.19,5635.4
OI021021,ORD007009,P0043,2,1576.07,0.09,2868.45
OI021022,ORD007010,P0049,2,259.87,0.17,431.38
OI021023,ORD007011,P0075,3,622.88,0.07,1737.84
OI021024,ORD007012,P0121,4,1081.2,0.29,3070.61
OI021025,ORD007012,P0143,2,982.37,0.18,1611.09
OI021026,ORD007012,P0112,2,1848.46,0.06,3475.1
OI021027,ORD007013,P0087,3,131.5,0.08,362.94
OI021028,ORD007013,P0015,1,45.95,0.16,38.6
OI021029,ORD007013,P0044,2,1627.29,0.09,2961.67
OI021030,ORD007014,P0083,2,1520.74,0.13,2646.09
OI021031,ORD007014,P0139,4,1362.1,0.23,4195.27
OI021032,ORD007014,P0121,2,1081.2,0.13,1881.29
OI021033,ORD007014,P0012,2,1343.89,0.04,2580.27
OI021034,ORD007014,P0088,3,1975.36,0.06,5570.52
OI021035,ORD007015,P0040,2,129.25,0.2,206.8
OI021036,ORD007016,P0115,2,184.48,0.16,309.93
OI021037,ORD007016,P0068,2,78.67,0.21,124.3
OI021038,ORD007016,P0116,3,1491.79,0.06,4206.85
OI021039,ORD007016,P0106,3,1328.66,0.14,3427.94
OI021040,ORD007016,P0084,4,1257.41,0.03,4878.75
OI021041,ORD007017,P0057,3,1079.02,0.01,3204.69
OI021042,ORD007017,P0131,4,1517.85,0.2,4857.12
OI021043,ORD007017,P0061,3,1453.44,0.09,3967.89
OI021044,ORD007018,P0115,3,184.48,0.18,453.82
OI021045,ORD007019,P0140,4,1948.58,0.03,7560.49
OI021046,ORD007019,P0002,4,775.48,0.21,2450.52
OI021047,ORD007020,P0030,1,1251.58,0.15,1063.84
OI021048,ORD007021,P0101,3,1715.63,0.16,4323.39
OI021049,ORD007021,P0080,3,867.59,0.18,2134.27
OI021050,ORD007021,P0098,1,1271.22,0.2,1016.98
OI021051,ORD007022,P0016,2,1485.48,0.12,2614.44
OI021052,ORD007022,P0065,2,1544.83,0.26,2286.35
OI021053,ORD007022,P0008,1,338.03,0.04,324.51
OI021054,ORD007022,P0148,3,55.82,0.24,127.27
OI021055,ORD007023,P0090,4,951.73,0.04,3654.64
OI021056,ORD007023,P0017,3,553.77,0.27,1212.76
OI021057,ORD007024,P0095,2,1739.32,0.08,3200.35
OI021058,ORD007024,P0093,2,667.21,0.14,1147.6
OI021059,ORD007024,P0146,2,1309.86,0.09,2383.95
OI021060,ORD007024,P0134,1,1612.09,0.01,1595.97
OI021061,ORD007024,P0144,2,1492.95,0.15,2538.01
OI021062,ORD007025,P0063,2,1975.17,0.29,2804.74
OI021063,ORD007025,P0052,4,613.17,0.28,1765.93
OI021064,ORD007025,P0016,1,1485.48,0.15,1262.66
OI021065,ORD007025,P0013,4,1101.37,0.26,3260.06
OI021066,ORD007026,P0141,2,1303.69,0.21,2059.83
OI021067,ORD007026,P0008,1,338.03,0.02,331.27
OI021068,ORD007026,P0101,1,1715.63,0.23,1321.04
OI021069,ORD007026,P0004,4,1766.29,0.02,6923.86
OI021070,ORD007027,P0006,2,1984.86,0.22,3096.38
OI021071,ORD007027,P0005,2,1455.81,0.13,2533.11
OI021072,ORD007028,P0019,4,105.03,0.22,327.69
OI021073,ORD007028,P0133,1,203.67,0.11,181.27
OI021074,ORD007028,P0072,2,1415.08,0.15,2405.64
OI021075,ORD007028,P0118,2,133.15,0.03,258.31
OI021076,ORD007029,P0139,1,1362.1,0.05,1293.99
OI021077,ORD007029,P0072,2,1415.08,0.04,2716.95
OI021078,ORD007030,P0032,3,1981.16,0.18,4873.65
OI021079,ORD007030,P0133,4,203.67,0.06,765.8
OI021080,ORD007030,P0002,4,775.48,0.01,3070.9
OI021081,ORD007031,P0045,1,492.08,0.23,378.9
OI021082,ORD007032,P0008,2,338.03,0.13,588.17
OI021083,ORD007032,P0150,3,973.54,0.12,2570.15
OI021084,ORD007032,P0136,1,1795.46,0.26,1328.64
OI021085,ORD007032,P0044,2,1627.29,0.16,2733.85
OI021086,ORD007032,P0100,1,171.92,0.06,161.6
OI021087,ORD007033,P0121,3,1081.2,0.06,3048.98
OI021088,ORD007033,P0019,3,105.03,0.14,270.98
OI021089,ORD007033,P0117,2,633.61,0.11,1127.83
OI021090,ORD007033,P0100,1,171.92,0.23,132.38
OI021091,ORD007034,P0067,4,776.81,0.03,3014.02
OI021092,ORD007035,P0009,1,155.66,0.02,152.55
OI021093,ORD007036,P0081,3,978.08,0.02,2875.56
OI021094,ORD007037,P0101,4,1715.63,0.22,5352.77
OI021095,ORD007037,P0118,1,133.15,0.11,118.5
OI021096,ORD007037,P0011,3,31.37,0.12,82.82
OI021097,ORD007038,P0028,3,653.5,0.07,1823.26
OI021098,ORD007038,P0140,4,1948.58,0.12,6859.0
OI021099,ORD007038,P0082,2,1630.6,0.11,2902.47
OI021100,ORD007038,P0123,2,300.28,0.23,462.43
OI021101,ORD007039,P0140,1,1948.58,0.15,1656.29
OI021102,ORD007040,P0063,1,1975.17,0.25,1481.38
OI021103,ORD007040,P0144,3,1492.95,0.03,4344.48
OI021104,ORD007040,P0052,1,613.17,0.18,502.8
OI021105,ORD007041,P0069,2,1334.69,0.26,1975.34
OI021106,ORD007041,P0023,3,1978.69,0.16,4986.3
OI021107,ORD007041,P0121,2,1081.2,0.14,1859.66
OI021108,ORD007041,P0104,2,1595.67,0.03,3095.6
OI021109,ORD007041,P0082,3,1630.6,0.01,4842.88
OI021110,ORD007042,P0007,2,219.4,0.02,430.02
OI021111,ORD007042,P0032,4,1981.16,0.08,7290.67
OI021112,ORD007042,P0018,4,78.55,0.22,245.08
OI021113,ORD007042,P0105,3,938.94,0.17,2337.96
OI021114,ORD007042,P0143,2,982.37,0.01,1945.09
OI021115,ORD007043,P0101,2,1715.63,0.21,2710.7
OI021116,ORD007043,P0033,2,1203.74,0.18,1974.13
OI021117,ORD007043,P0010,3,693.88,0.25,1561.23
OI021118,ORD007044,P0139,4,1362.1,0.26,4031.82
OI021119,ORD007044,P0149,1,1390.51,0.21,1098.5
OI021120,ORD007044,P0071,1,242.29,0.21,191.41
OI021121,ORD007044,P0135,2,1312.72,0.24,1995.33
OI021122,ORD007044,P0080,2,867.59,0.03,1683.12
OI021123,ORD007045,P0066,3,982.36,0.11,2622.9
OI021124,ORD007045,P0121,4,1081.2,0.05,4108.56
OI021125,ORD007045,P0104,1,1595.67,0.2,1276.54
OI021126,ORD007045,P0087,2,131.5,0.3,184.1
OI021127,ORD007045,P0131,4,1517.85,0.16,5099.98
OI021128,ORD007046,P0108,4,68.15,0.23,209.9
OI021129,ORD007046,P0027,3,1878.46,0.07,5240.9
OI021130,ORD007046,P0050,4,1019.77,0.26,3018.52
OI021131,ORD007046,P0141,1,1303.69,0.24,990.8
OI021132,ORD007047,P0113,3,1488.51,0.14,3840.36
OI021133,ORD007047,P0118,2,133.15,0.2,213.04
OI021134,ORD007047,P0013,1,1101.37,0.24,837.04
OI021135,ORD007048,P0146,4,1309.86,0.04,5029.86
OI021136,ORD007048,P0056,1,1526.24,0.17,1266.78
OI021137,ORD007049,P0013,1,1101.37,0.26,815.01
OI021138,ORD007050,P0006,3,1984.86,0.16,5001.85
OI021139,ORD007050,P0106,4,1328.66,0.23,4092.27
OI021140,ORD007051,P0100,4,171.92,0.05,653.3
OI021141,ORD007051,P0062,4,1941.28,0.03,7532.17
OI021142,ORD007051,P0075,2,622.88,0.11,1108.73
OI021143,ORD007052,P0014,2,946.87,0.14,1628.62
OI021144,ORD007052,P0127,2,1657.49,0.27,2419.94
OI021145,ORD007053,P0025,4,342.42,0.03,1328.59
OI021146,ORD007053,P0074,2,611.42,0.29,868.22
OI021147,ORD007053,P0101,4,1715.63,0.24,5215.52
OI021148,ORD007053,P0092,1,1333.51,0.27,973.46
OI021149,ORD007054,P0003,2,793.17,0.22,1237.35
OI021150,ORD007054,P0054,1,761.66,0.0,761.66
OI021151,ORD007055,P0104,3,1595.67,0.07,4451.92
OI021152,ORD007055,P0030,3,1251.58,0.04,3604.55
OI021153,ORD007055,P0085,1,593.32,0.27,433.12
OI021154,ORD007055,P0125,1,1993.73,0.15,1694.67
OI021155,ORD007055,P0080,4,867.59,0.25,2602.77
OI021156,ORD007056,P0029,1,784.48,0.26,580.52
OI021157,ORD007057,P0021,4,1547.1,0.09,5631.44
OI021158,ORD007058,P0137,2,1305.96,0.01,2585.8
OI021159,ORD007058,P0060,2,317.9,0.11,565.86
OI021160,ORD007058,P0058,3,932.67,0.07,2602.15
OI021161,ORD007058,P0125,4,1993.73,0.09,7257.18
OI021162,ORD007058,P0059,3,966.88,0.0,2900.64
OI021163,ORD007059,P0011,4,31.37,0.16,105.4
OI021164,ORD007059,P0127,1,1657.49,0.19,1342.57
OI021165,ORD007059,P0071,2,242.29,0.24,368.28
OI021166,ORD007059,P0019,4,105.03,0.17,348.7
OI021167,ORD007060,P0087,2,131.5,0.24,199.88
OI021168,ORD007060,P0095,4,1739.32,0.1,6261.55
OI021169,ORD007060,P0051,1,1446.13,0.19,1171.37
OI021170,ORD007060,P0136,1,1795.46,0.25,1346.6
OI021171,ORD007060,P0147,3,252.88,0.12,667.6
OI021172,ORD007061,P0137,2,1305.96,0.09,2376.85
OI021173,ORD007061,P0006,2,1984.86,0.16,3334.56
OI021174,ORD007061,P0020,4,1383.79,0.28,3985.32
OI021175,ORD007061,P0055,2,1472.51,0.23,2267.67
OI021176,ORD007061,P0071,3,242.29,0.07,675.99
OI021177,ORD007062,P0128,4,1474.09,0.09,5365.69
OI021178,ORD007062,P0091,4,1366.9,0.11,4866.16
OI021179,ORD007062,P0060,4,317.9,0.22,991.85
OI021180,ORD007062,P0068,1,78.67,0.26,58.22
OI021181,ORD007063,P0104,3,1595.67,0.03,4643.4
OI021182,ORD007063,P0002,3,775.48,0.19,1884.42
OI021183,ORD007063,P0037,2,1026.94,0.23,1581.49
OI021184,ORD007063,P0003,1,793.17,0.2,634.54
OI021185,ORD007064,P0032,1,1981.16,0.22,1545.3
OI021186,ORD007064,P0048,2,988.37,0.2,1581.39
OI021187,ORD007065,P0013,2,1101.37,0.28,1585.97
OI021188,ORD007065,P0102,3,1218.28,0.2,2923.87
OI021189,ORD007065,P0038,1,1976.88,0.18,1621.04
OI021190,ORD007065,P0081,1,978.08,0.16,821.59
OI021191,ORD007065,P0030,1,1251.58,0.02,1226.55
OI021192,ORD007066,P0096,1,909.32,0.24,691.08
OI021193,ORD007066,P0049,2,259.87,0.26,384.61
OI021194,ORD007067,P0119,1,646.09,0.07,600.86
OI021195,ORD007067,P0004,1,1766.29,0.24,1342.38
OI021196,ORD007068,P0094,3,1672.49,0.07,4666.25
OI021197,ORD007068,P0007,1,219.4,0.07,204.04
OI021198,ORD007069,P0093,3,667.21,0.07,1861.52
OI021199,ORD007069,P0007,4,219.4,0.01,868.82
OI021200,ORD007069,P0046,1,1377.83,0.03,1336.5
OI021201,ORD007070,P0144,4,1492.95,0.23,4598.29
OI021202,ORD007071,P0036,4,676.86,0.27,1976.43
OI021203,ORD007072,P0070,1,303.26,0.01,300.23
OI021204,ORD007072,P0078,2,1974.18,0.11,3514.04
OI021205,ORD007072,P0057,3,1079.02,0.09,2945.72
OI021206,ORD007072,P0124,2,647.08,0.16,1087.09
OI021207,ORD007072,P0099,4,894.17,0.25,2682.51
OI021208,ORD007073,P0054,3,761.66,0.24,1736.58
OI021209,ORD007074,P0036,3,676.86,0.15,1725.99
OI021210,ORD007074,P0021,1,1547.1,0.12,1361.45
OI021211,ORD007074,P0045,4,492.08,0.03,1909.27
OI021212,ORD007074,P0109,1,567.91,0.01,562.23
OI021213,ORD007074,P0143,3,982.37,0.02,2888.17
OI021214,ORD007075,P0138,1,1359.85,0.08,1251.06
OI021215,ORD007076,P0150,4,973.54,0.13,3387.92
OI021216,ORD007076,P0041,2,757.74,0.08,1394.24
OI021217,ORD007076,P0126,1,590.08,0.26,436.66
OI021218,ORD007076,P0031,3,610.05,0.04,1756.94
OI021219,ORD007077,P0107,2,1888.98,0.27,2757.91
OI021220,ORD007077,P0003,3,793.17,0.15,2022.58
OI021221,ORD007078,P0128,4,1474.09,0.04,5660.51
OI021222,ORD007078,P0051,2,1446.13,0.23,2227.04
OI021223,ORD007078,P0080,1,867.59,0.12,763.48
OI021224,ORD007079,P0113,3,1488.51,0.01,4420.87
OI021225,ORD007079,P0085,2,593.32,0.29,842.51
OI021226,ORD007079,P0064,3,775.8,0.04,2234.3
OI021227,ORD007079,P0055,2,1472.51,0.11,2621.07
OI021228,ORD007079,P0036,1,676.86,0.06,636.25
OI021229,ORD007080,P0023,4,1978.69,0.29,5619.48
OI021230,ORD007080,P0139,2,1362.1,0.0,2724.2
OI021231,ORD007080,P0032,2,1981.16,0.14,3407.6
OI021232,ORD007081,P0137,4,1305.96,0.05,4962.65
OI021233,ORD007081,P0021,2,1547.1,0.08,2846.66
OI021234,ORD007081,P0012,2,1343.89,0.17,2230.86
OI021235,ORD007081,P0003,1,793.17,0.26,586.95
OI021236,ORD007082,P0126,2,590.08,0.2,944.13
OI021237,ORD007082,P0116,2,1491.79,0.19,2416.7
OI021238,ORD007082,P0058,1,932.67,0.04,895.36
OI021239,ORD007082,P0046,4,1377.83,0.23,4243.72
OI021240,ORD007083,P0073,4,1753.25,0.02,6872.74
OI021241,ORD007083,P0059,1,966.88,0.25,725.16
OI021242,ORD007083,P0012,4,1343.89,0.1,4838.0
OI021243,ORD007083,P0023,4,1978.69,0.22,6173.51
OI021244,ORD007084,P0121,2,1081.2,0.13,1881.29
OI021245,ORD007084,P0077,1,1499.97,0.1,1349.97
OI021246,ORD007084,P0022,3,1818.43,0.18,4473.34
OI021247,ORD007084,P0109,1,567.91,0.18,465.69
OI021248,ORD007084,P0073,2,1753.25,0.27,2559.74
OI021249,ORD007085,P0142,1,1447.88,0.22,1129.35
OI021250,ORD007086,P0091,4,1366.9,0.14,4702.14
OI021251,ORD007086,P0141,1,1303.69,0.29,925.62
OI021252,ORD007086,P0002,4,775.48,0.06,2915.8
OI021253,ORD007086,P0010,3,693.88,0.28,1498.78
OI021254,ORD007086,P0020,2,1383.79,0.07,2573.85
OI021255,ORD007087,P0127,1,1657.49,0.29,1176.82
OI021256,ORD007087,P0139,4,1362.1,0.27,3977.33
OI021257,ORD007087,P0069,4,1334.69,0.09,4858.27
OI021258,ORD007087,P0013,3,1101.37,0.11,2940.66
OI021259,ORD007088,P0046,3,1377.83,0.27,3017.45
OI021260,ORD007088,P0144,4,1492.95,0.12,5255.18
OI021261,ORD007088,P0114,2,879.55,0.03,1706.33
OI021262,ORD007088,P0049,2,259.87,0.23,400.2
OI021263,ORD007089,P0087,1,131.5,0.04,126.24
OI021264,ORD007089,P0003,2,793.17,0.05,1507.02
OI021265,ORD007089,P0026,3,1128.49,0.29,2403.68
OI021266,ORD007089,P0035,3,1274.35,0.0,3823.05
OI021267,ORD007089,P0104,1,1595.67,0.08,1468.02
OI021268,ORD007090,P0096,2,909.32,0.28,1309.42
OI021269,ORD007090,P0015,4,45.95,0.18,150.72
OI021270,ORD007090,P0097,1,832.12,0.29,590.81
OI021271,ORD007090,P0071,2,242.29,0.11,431.28
OI021272,ORD007091,P0050,1,1019.77,0.03,989.18
OI021273,ORD007091,P0042,4,1481.12,0.16,4976.56
OI021274,ORD007091,P0148,4,55.82,0.28,160.76
OI021275,ORD007091,P0074,1,611.42,0.17,507.48
OI021276,ORD007091,P0021,3,1547.1,0.24,3527.39
OI021277,ORD007092,P0006,2,1984.86,0.21,3136.08
OI021278,ORD007092,P0089,4,1209.94,0.29,3436.23
OI021279,ORD007092,P0011,2,31.37,0.16,52.7
OI021280,ORD007093,P0059,3,966.88,0.15,2465.54
OI021281,ORD007093,P0009,2,155.66,0.24,236.6
OI021282,ORD007093,P0003,3,793.17,0.21,1879.81
OI021283,ORD007094,P0050,3,1019.77,0.06,2875.75
OI021284,ORD007094,P0059,4,966.88,0.13,3364.74
OI021285,ORD007094,P0084,1,1257.41,0.24,955.63
OI021286,ORD007095,P0071,2,242.29,0.15,411.89
OI021287,ORD007096,P0102,1,1218.28,0.03,1181.73
OI021288,ORD007096,P0148,3,55.82,0.14,144.02
OI021289,ORD007096,P0140,3,1948.58,0.24,4442.76
OI021290,ORD007097,P0033,1,1203.74,0.14,1035.22
OI021291,ORD007097,P0078,1,1974.18,0.07,1835.99
OI021292,ORD007097,P0107,3,1888.98,0.19,4590.22
OI021293,ORD007097,P0121,2,1081.2,0.04,2075.9
OI021294,ORD007097,P0016,1,1485.48,0.25,1114.11
OI021295,ORD007098,P0012,4,1343.89,0.15,4569.23
OI021296,ORD007098,P0117,3,633.61,0.19,1539.67
OI021297,ORD007098,P0085,4,593.32,0.13,2064.75
OI021298,ORD007099,P0085,2,593.32,0.09,1079.84
OI021299,ORD007099,P0131,2,1517.85,0.29,2155.35
OI021300,ORD007100,P0105,3,938.94,0.11,2506.97
OI021301,ORD007100,P0025,4,342.42,0.04,1314.89
OI021302,ORD007100,P0083,1,1520.74,0.06,1429.5
OI021303,ORD007100,P0044,2,1627.29,0.29,2310.75
OI021304,ORD007100,P0086,4,69.04,0.28,198.84
OI021305,ORD007101,P0148,1,55.82,0.27,40.75
OI021306,ORD007101,P0012,2,1343.89,0.03,2607.15
OI021307,ORD007101,P0087,3,131.5,0.22,307.71
OI021308,ORD007101,P0066,2,982.36,0.07,1827.19
OI021309,ORD007102,P0105,1,938.94,0.1,845.05
OI021310,ORD007102,P0148,4,55.82,0.07,207.65
OI021311,ORD007103,P0007,4,219.4,0.09,798.62
OI021312,ORD007103,P0075,2,622.88,0.18,1021.52
OI021313,ORD007104,P0049,1,259.87,0.06,244.28
OI021314,ORD007104,P0037,1,1026.94,0.16,862.63
OI021315,ORD007104,P0022,1,1818.43,0.13,1582.03
OI021316,ORD007104,P0100,4,171.92,0.19,557.02
OI021317,ORD007105,P0041,3,757.74,0.08,2091.36
OI021318,ORD007105,P0118,4,133.15,0.19,431.41
OI021319,ORD007106,P0048,4,988.37,0.18,3241.85
OI021320,ORD007106,P0024,1,1917.9,0.08,1764.47
OI021321,ORD007106,P0129,2,980.13,0.26,1450.59
OI021322,ORD007106,P0137,4,1305.96,0.07,4858.17
OI021323,ORD007106,P0011,3,31.37,0.14,80.93
OI021324,ORD007107,P0035,2,1274.35,0.13,2217.37
OI021325,ORD007108,P0043,2,1576.07,0.01,3120.62
OI021326,ORD007108,P0144,3,1492.95,0.1,4030.97
OI021327,ORD007108,P0136,3,1795.46,0.29,3824.33
OI021328,ORD007108,P0011,1,31.37,0.15,26.66
OI021329,ORD007108,P0037,3,1026.94,0.23,2372.23
